(HH:MM:SS),(s),(YYYY-MM-DDTHH:MM:SS) (UTC date time format),(YYYY-MM-DDTHH:MM:SS) (Local date time format),(L*min^-1),(L),(C),(C),(C),(C),(C),(hPa),(hPa),(Pa),(%),(g*L^-1),(integer),(integer),(V),(g*min^-1),(V),(integer),(%),(#),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(um),(um),(ug),(-),(decimalDegree),(decimalDegree),(m),(integer),(m*s^-1),(-),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(%),(%),(%),(%),(%),(%),(#),(s),(s),(s),(s),(s),(s)
SampleTime,UnixTime,DateTimeUTC,DateTimeLocal,VolumetricFlowRate,SampledVolume,AtmoT,PumpT,FdpT,BattT,AccelT,AtmoP,PumpP,FdPdP,PumpRH,AtmoRho,PumpPow1,PumpPow2,PumpV,MassFlow,BFGvolt,BFGenergy,SOC,PMMeasCnt,PM1MC,PM1MCVar,PM2_5MC,PM2_5MCVar,PM4MC,PM4MCVar,PM10MC,PM10MCVar,PM0_5NC,PM0_5NCVar,PM1NC,PM1NCVar,PM2_5NC,PM2_5NCVar,PM4NC,PM4NCVar,PM10NC,PM10NCVar,PMtypicalParticleSize,PMtypicalParticleSizeVar,PM2_5SampledMass,GPSQual,GPSlat,GPSlon,GPSalt,GPSsat,GPSspeed,GPShDOP,AccelX,AccelXVar,AccelXMin,AccelXMax,AccelY,AccelYVar,AccelYMin,AccelYMax,AccelZ,AccelZVar,AccelZMin,AccelZMax,RotX,RotXVar,RotXMin,RotXMax,RotY,RotYVar,RotYMin,RotYMax,RotZ,RotZVar,RotZMin,RotZMax,Xup,XDown,Yup,Ydown,Zup,Zdown,StepCount,FLOWCTL,GPSRT,SD_DATAW,SD_HEADW,TPumpsOFF,TPumpsON
33:20:09,1697046750,2023-10-11T17:52:30,2023-10-11T19:52:30,0.999,2000.35,33.79,38.43,0.0,36.38,35.79,867.95,873.28,1.9,34.07,0.9835,712,0,8.868,0.97894,3.56,30524,47,30.0,13.14,0.09,13.89,0.1,13.89,0.1,13.89,0.1,89.95,4.25,104.59,5.74,104.87,5.78,104.9,5.77,104.9,5.77,0.53,0.0,75.3968,0.0,-1.969744,30.758682,1339.7,12.0,0.206628,0.9,121.3,20.5,113,132,427.1,8.9,422,434,-892.8,6.6,-897,-888,1542.2,180986.0,805,2948,272.2,404131.1,-805,1522,-2788.8,22949.5,-2983,-2371,0.0,0.0,0.0,0.0,100.0,0.0,0,0.21916,0.575165,0.075949,0.03932,0.0,30.0
33:20:39,1697046780,2023-10-11T17:53:00,2023-10-11T19:53:00,0.999,2000.85,33.79,38.45,0.0,36.38,35.83,867.87,873.28,1.9,33.22,0.9837,712,0,8.868,0.97894,3.56,30508,47,30.0,16.0,1.09,16.92,1.22,16.92,1.23,16.92,1.23,109.51,51.11,127.33,69.13,127.67,69.52,127.71,69.58,127.71,69.58,0.55,0.0,75.4045,0.0,-1.969666,30.758688,1344.6,11.0,0.41634,0.8,121.9,14.7,112,128,427.4,8.5,423,433,-892.9,3.8,-897,-889,1486.6,141509.5,805,2450,223.9,282945.8,-787,1321,-2838.1,4941.0,-2992,-2677,0.0,0.0,0.0,0.0,100.0,0.0,0,0.218329,0.581613,0.075893,0.038396,0.0,30.0
33:21:09,1697046810,2023-10-11T17:53:30,2023-10-11T19:53:30,0.997,2001.35,33.78,38.42,0.0,36.38,36.9,867.79,873.26,1.9,33.65,0.9836,712,0,8.867,0.97975,3.56,30492,47,30.0,15.68,0.1,16.61,0.11,16.63,0.11,16.64,0.11,107.31,4.89,124.82,6.54,125.17,6.54,125.22,6.54,125.22,6.54,0.57,0.0,75.4128,0.0,-1.969718,30.758698,1342.9,12.0,0.314568,0.8,122.6,30.8,112,133,427.2,9.6,422,433,-893.1,3.0,-896,-890,1430.2,149879.6,437,2231,296.8,258115.8,-525,1338,-2787.9,10132.5,-2940,-2520,0.0,0.0,0.0,0.0,100.0,0.0,0,0.226811,0.586832,0.084178,0.038395,0.0,30.0
33:21:39,1697046840,2023-10-11T17:54:00,2023-10-11T19:54:00,0.998,2001.84,33.79,38.42,0.0,36.38,35.53,867.79,873.29,1.9,33.52,0.9836,712,0,8.87,0.98178,3.56,30476,47,30.0,16.44,0.59,17.38,0.66,17.39,0.66,17.39,0.66,112.52,27.8,130.83,37.55,131.19,37.74,131.23,37.77,131.23,37.77,0.55,0.0,75.4213,0.0,-1.969702,30.758659,1332.2,12.0,0.02827,0.8,122.5,14.3,114,130,427.3,9.8,422,434,-892.7,3.2,-896,-888,1478.6,222796.0,647,2651,281.1,205438.2,-700,1155,-2791.5,22211.5,-3176,-2415,0.0,0.0,0.0,0.0,100.0,0.0,0,0.220002,0.590116,0.077161,0.038388,0.0,30.0
33:22:09,1697046870,2023-10-11T17:54:30,2023-10-11T19:54:30,0.997,2002.34,33.79,38.45,0.0,36.38,35.84,867.95,873.26,1.9,33.87,0.9835,712,0,8.87,0.97935,3.56,30461,47,30.0,16.84,0.18,17.81,0.2,17.81,0.21,17.81,0.21,115.29,8.52,134.05,11.53,134.41,11.6,134.45,11.61,134.45,11.61,0.54,0.0,75.4301,0.0,-1.969719,30.758673,1327.0,11.0,0.09252,0.8,122.6,21.4,113,133,427.0,11.6,422,436,-892.7,4.9,-897,-888,1469.0,164627.5,927,2563,376.1,365162.4,-796,1400,-2797.0,23329.0,-3167,-2458,0.0,0.0,0.0,0.0,100.0,0.0,0,0.219204,0.59596,0.07601,0.038533,0.0,30.0
33:22:39,1697046900,2023-10-11T17:55:00,2023-10-11T19:55:00,0.999,2002.84,33.81,38.42,0.0,36.38,35.87,867.73,873.2,1.9,33.71,0.9834,712,0,8.868,0.97975,3.56,30445,47,30.0,15.63,0.19,16.53,0.22,16.53,0.22,16.53,0.22,107.02,9.1,124.43,12.3,124.76,12.37,124.8,12.37,124.8,12.37,0.53,0.0,75.4386,0.0,-1.969743,30.758684,1323.1,12.0,0.13878,0.7,122.9,28.1,114,134,427.4,9.9,423,437,-893.0,4.5,-897,-890,1498.5,137306.8,910,2292,320.6,321022.1,-822,1820,-2808.1,20001.5,-3097,-2458,0.0,0.0,0.0,0.0,100.0,0.0,0,0.218375,0.551888,0.076067,0.038515,0.0,30.0
33:23:09,1697046930,2023-10-11T17:55:30,2023-10-11T19:55:30,0.998,2003.34,33.81,38.44,0.0,36.38,35.67,867.92,873.15,1.9,33.03,0.9835,712,0,8.87,0.98097,3.56,30429,47,30.0,13.8,0.32,14.59,0.36,14.59,0.36,14.59,0.36,94.46,14.94,109.83,20.19,110.12,20.3,110.16,20.31,110.16,20.31,0.52,0.0,75.4464,0.0,-1.969738,30.75864,1325.0,10.0,0.248262,0.8,122.0,16.4,115,132,427.4,5.7,424,433,-892.6,3.9,-897,-889,1487.7,139793.0,306,2117,421.9,418483.4,-875,1583,-2845.4,46770.0,-3823,-2353,0.0,0.0,0.0,0.0,100.0,0.0,0,0.219489,0.555116,0.0761,0.039417,0.0,30.0
33:23:39,1697046960,2023-10-11T17:56:00,2023-10-11T19:56:00,0.995,2003.84,33.81,38.43,0.0,36.97,35.96,867.92,873.19,1.9,33.17,0.9835,711,0,8.875,0.9826,3.56,30413,47,30.0,13.36,0.02,14.12,0.02,14.12,0.02,14.12,0.02,91.43,0.89,106.31,1.2,106.59,1.21,106.63,1.21,106.63,1.21,0.53,0.0,75.4535,0.0,-1.969749,30.75861,1318.7,11.0,0.169106,0.8,122.5,28.6,114,133,428.6,10.6,422,437,-892.7,4.0,-897,-890,1354.3,134857.5,638,2091,397.5,269990.6,-735,1286,-2831.1,18137.5,-3106,-2450,0.0,0.0,0.0,0.0,100.0,0.0,0,0.218657,0.557929,0.076081,0.038456,0.0,30.0
33:24:09,1697046990,2023-10-11T17:56:30,2023-10-11T19:56:30,0.999,2004.34,33.82,38.47,0.0,36.97,35.8,867.86,873.33,1.9,33.19,0.9836,711,0,8.873,0.98057,3.56,30397,47,30.0,12.89,0.27,13.63,0.3,13.63,0.3,13.63,0.3,88.26,12.44,102.62,16.81,102.9,16.9,102.93,16.91,102.93,16.91,0.54,0.0,75.4605,0.0,-1.969747,30.758633,1326.2,11.0,0.634276,0.8,121.7,22.7,112,132,428.3,11.1,423,437,-893.6,4.5,-899,-890,1488.3,296435.0,122,3123,358.6,340327.0,-892,1601,-2841.9,19475.0,-3333,-2458,0.0,0.0,0.0,0.0,100.0,0.0,0,0.226349,0.562051,0.084509,0.038526,0.0,30.0
33:24:39,1697047020,2023-10-11T17:57:00,2023-10-11T19:57:00,1.0,2004.83,33.8,38.46,0.0,36.38,35.87,868.01,873.31,1.9,33.25,0.9836,711,0,8.875,0.98117,3.56,30381,47,30.0,12.58,0.02,13.3,0.02,13.3,0.02,13.3,0.02,86.12,0.98,100.13,1.33,100.4,1.33,100.43,1.33,100.43,1.33,0.54,0.0,75.4672,0.0,-1.969794,30.758671,1329.1,11.0,0.775112,0.8,119.1,41.8,111,142,430.5,116.7,415,482,-892.5,27.4,-897,-866,1667.7,2227347.0,-2563,6457,260.6,436662.8,-1977,1601,-2880.0,307173.0,-4978,-1303,0.0,0.0,0.0,0.0,100.0,0.0,0,0.218934,0.568487,0.075905,0.038487,0.0,30.0
33:25:09,1697047050,2023-10-11T17:57:30,2023-10-11T19:57:30,1.0,2005.33,33.81,38.45,0.0,36.38,36.3,867.92,873.31,1.9,33.11,0.9836,711,0,8.875,0.98361,3.56,30365,47,30.0,14.2,0.38,15.02,0.42,15.02,0.41,15.03,0.41,97.17,17.78,112.99,23.97,113.3,24.06,113.34,24.07,113.34,24.07,0.57,0.0,75.4742,0.0,-1.969722,30.758671,1341.3,10.0,0.29041,0.8,118.1,13.3,113,127,422.8,7.6,417,431,-894.7,2.1,-898,-892,1535.4,172724.0,936,2738,394.4,180627.7,-350,1321,-2805.2,15547.0,-3027,-2537,0.0,0.0,0.0,0.0,100.0,0.0,0,0.217894,0.572036,0.075737,0.03845,0.0,30.0
33:25:39,1697047080,2023-10-11T17:58:00,2023-10-11T19:58:00,0.999,2005.83,33.81,38.44,0.0,36.38,36.11,867.92,873.28,1.9,33.21,0.9836,711,0,8.872,0.983,3.56,30350,47,30.0,12.2,0.36,12.9,0.41,12.91,0.42,12.91,0.42,83.49,16.84,97.08,22.86,97.35,23.03,97.38,23.06,97.38,23.06,0.55,0.0,75.4812,0.0,-1.96967,30.758659,1348.8,9.0,0.259056,1.1,118.9,11.2,114,126,421.7,8.0,417,430,-895.1,3.3,-898,-892,1424.4,113188.4,743,2143,310.2,178829.7,-603,1155,-2809.2,18832.5,-3071,-2415,0.0,0.0,0.0,0.0,100.0,0.0,0,0.219408,0.57148,0.075967,0.038544,0.0,30.0
33:26:09,1697047110,2023-10-11T17:58:30,2023-10-11T19:58:30,0.998,2006.33,33.8,38.38,0.0,36.38,35.65,867.74,873.2,1.9,32.95,0.9836,711,0,8.875,0.98361,3.56,30334,47,30.0,12.06,0.16,12.75,0.17,12.75,0.17,12.75,0.17,82.56,7.28,96.0,9.84,96.25,9.89,96.28,9.9,96.28,9.9,0.54,0.0,75.4876,0.0,-1.969657,30.758665,1356.1,11.0,0.13878,0.8,119.8,13.9,110,127,421.0,9.1,416,427,-894.7,3.7,-899,-891,1433.5,172899.0,682,2310,329.0,246722.6,-875,1146,-2816.2,14488.5,-3106,-2502,0.0,0.0,0.0,0.0,100.0,0.0,0,0.218434,0.580685,0.075999,0.039421,0.0,30.0
33:26:39,1697047140,2023-10-11T17:59:00,2023-10-11T19:59:00,0.997,2006.83,33.79,38.37,0.0,36.38,35.77,867.74,873.17,1.9,33.02,0.9836,711,0,8.874,0.9828,3.56,30318,47,30.0,11.08,0.2,11.71,0.23,11.71,0.23,11.71,0.23,75.83,9.44,88.16,12.76,88.4,12.84,88.43,12.84,88.43,12.84,0.54,0.0,75.4937,0.0,-1.969671,30.758713,1358.0,11.0,0.134668,0.8,120.3,17.3,112,130,421.3,9.5,416,428,-894.4,3.0,-898,-891,1435.2,137850.0,726,2283,397.3,330096.0,-1085,1548,-2800.2,18479.5,-3211,-2502,0.0,0.0,0.0,0.0,100.0,0.0,0,0.218757,0.579643,0.076055,0.038492,0.0,30.0
33:27:09,1697047170,2023-10-11T17:59:30,2023-10-11T19:59:30,0.998,2007.33,33.78,38.4,0.0,36.38,36.03,867.77,873.2,1.9,32.92,0.9837,711,0,8.873,0.98239,3.56,30302,47,30.0,11.19,0.03,11.83,0.04,11.83,0.04,11.83,0.04,76.57,1.59,89.03,2.16,89.27,2.17,89.3,2.17,89.3,2.17,0.55,0.0,75.4995,0.0,-1.9697,30.758728,1357.0,11.0,0.155228,0.8,120.0,10.8,113,126,420.8,7.8,417,427,-894.4,3.2,-897,-891,1412.3,121692.8,700,2248,355.7,321776.8,-533,2030,-2830.3,16705.5,-3106,-2432,0.0,0.0,0.0,0.0,100.0,0.0,0,0.218857,0.590607,0.076039,0.039422,0.0,30.0
33:27:39,1697047200,2023-10-11T18:00:00,2023-10-11T20:00:00,0.997,2007.83,33.79,38.37,0.0,36.38,35.86,867.77,873.24,1.9,32.81,0.9837,711,0,8.875,0.98057,3.56,30286,47,30.0,11.53,0.05,12.2,0.05,12.2,0.05,12.2,0.05,78.96,2.15,91.81,2.91,92.06,2.93,92.09,2.93,92.09,2.93,0.53,0.0,75.5055,0.0,-1.969695,30.75873,1371.0,11.0,0.09509,0.8,120.0,16.2,112,128,421.0,9.3,416,426,-894.5,3.8,-898,-890,1465.0,151944.5,691,2152,285.6,257385.2,-787,1330,-2805.1,22024.5,-3036,-2406,0.0,0.0,0.0,0.0,100.0,0.0,0,0.227853,0.59445,0.085771,0.038485,0.0,30.0
33:28:09,1697047230,2023-10-11T18:00:30,2023-10-11T20:00:30,0.998,2008.32,33.77,38.4,0.0,36.38,35.77,867.8,873.29,1.9,33.1,0.9838,711,0,8.872,0.9832,3.56,30270,47,30.0,11.42,0.02,12.08,0.03,12.08,0.03,12.08,0.03,78.2,1.05,90.92,1.42,91.16,1.43,91.2,1.43,91.2,1.43,0.52,0.0,75.5116,0.0,-1.969721,30.758696,1360.2,12.0,0.114108,0.8,120.8,18.6,113,129,420.2,6.4,416,427,-894.5,3.2,-898,-891,1493.2,238486.2,428,2625,294.8,399456.2,-892,1741,-2790.3,26442.5,-3150,-2485,0.0,0.0,0.0,0.0,100.0,0.0,0,0.220562,0.599004,0.079209,0.039554,0.0,30.0
33:28:39,1697047260,2023-10-11T18:01:00,2023-10-11T20:01:00,0.996,2008.82,33.75,38.36,0.0,36.38,36.03,867.83,873.27,1.9,32.9,0.9839,711,0,8.872,0.98158,3.56,30254,47,30.0,10.75,0.04,11.36,0.05,11.36,0.05,11.36,0.05,73.56,2.11,85.53,2.85,85.76,2.86,85.79,2.86,85.79,2.86,0.53,0.0,75.5174,0.0,-1.969725,30.758686,1357.2,11.0,0.175274,0.8,120.9,12.7,114,128,420.1,11.1,414,427,-894.6,1.7,-897,-892,1489.5,180268.5,761,2432,350.9,222814.3,-805,1076,-2801.1,18311.0,-3045,-2283,0.0,0.0,0.0,0.0,100.0,0.0,0,0.22176,0.600613,0.079226,0.038556,0.0,30.0
33:29:09,1697047290,2023-10-11T18:01:30,2023-10-11T20:01:30,0.998,2009.32,33.75,38.39,0.0,36.38,35.73,867.82,873.34,1.9,33.06,0.9839,711,0,8.873,0.98239,3.56,30239,47,30.0,10.84,0.03,11.47,0.04,11.47,0.04,11.47,0.04,74.23,1.57,86.31,2.12,86.54,2.13,86.56,2.13,86.56,2.13,0.53,0.0,75.5231,0.0,-1.96969,30.758667,1348.8,12.0,0.04626,0.8,120.4,17.5,112,130,419.9,8.9,415,427,-894.3,3.0,-897,-890,1460.1,89986.2,1015,2511,317.5,292111.2,-936,1505,-2821.4,17827.0,-3115,-2546,0.0,0.0,0.0,0.0,100.0,0.0,0,0.217488,0.608876,0.075837,0.038477,0.0,30.0
33:29:39,1697047320,2023-10-11T18:02:00,2023-10-11T20:02:00,0.997,2009.82,33.75,38.38,0.0,36.38,35.59,867.88,873.32,1.9,32.97,0.9839,711,0,8.873,0.98158,3.56,30223,47,30.0,11.23,0.04,11.88,0.05,11.88,0.05,11.88,0.05,76.9,2.01,89.41,2.72,89.65,2.73,89.68,2.73,89.68,2.73,0.52,0.0,75.5289,0.0,-1.969686,30.758644,1346.4,12.0,0.197376,0.8,120.7,14.8,113,128,419.5,9.3,415,426,-894.5,2.8,-899,-891,1502.0,169046.2,612,2493,345.7,256466.3,-796,1365,-2802.6,11209.0,-3150,-2581,0.0,0.0,0.0,0.0,100.0,0.0,0,0.219001,0.612637,0.076064,0.039535,0.0,30.0
33:30:09,1697047350,2023-10-11T18:02:30,2023-10-11T20:02:30,0.996,2010.32,33.74,38.36,0.0,36.38,35.79,867.75,873.27,1.9,33.07,0.9839,711,0,8.875,0.9826,3.56,30207,46,30.0,10.98,0.04,11.62,0.05,11.62,0.05,11.62,0.05,75.19,2.0,87.43,2.7,87.66,2.72,87.69,2.72,87.69,2.72,0.53,0.0,75.5348,0.0,-1.969671,30.758673,1355.8,12.0,0.093548,0.8,120.7,16.1,113,129,419.4,8.2,415,426,-894.6,1.8,-897,-892,1396.0,100555.0,822,2073,300.9,248298.0,-665,1260,-2813.9,7877.0,-2983,-2651,0.0,0.0,0.0,0.0,100.0,0.0,0,0.217136,0.616317,0.076058,0.038519,0.0,30.0
33:30:39,1697047380,2023-10-11T18:03:00,2023-10-11T20:03:00,0.999,2010.81,33.75,38.37,0.0,36.38,36.32,867.85,873.29,1.9,32.95,0.9839,711,0,8.875,0.98178,3.56,30191,46,30.0,10.42,0.06,11.02,0.07,11.02,0.07,11.02,0.07,71.36,2.8,82.97,3.79,83.19,3.8,83.22,3.81,83.22,3.81,0.52,0.0,75.5404,0.0,-1.969676,30.758688,1356.8,12.0,0.057054,0.8,119.9,21.1,112,129,419.9,7.9,415,427,-894.5,2.7,-898,-891,1495.9,212738.8,551,2598,318.3,223791.0,-682,1155,-2832.0,9972.0,-3106,-2520,0.0,0.0,0.0,0.0,100.0,0.0,0,0.218318,0.571876,0.076025,0.038524,0.0,30.0
33:31:09,1697047410,2023-10-11T18:03:30,2023-10-11T20:03:30,0.998,2011.31,33.75,38.4,0.0,36.38,35.78,867.93,873.37,1.9,33.78,0.9838,711,0,8.873,0.98381,3.56,30175,46,30.0,11.31,0.24,11.96,0.27,11.96,0.27,11.96,0.27,77.45,11.15,90.05,15.08,90.29,15.16,90.32,15.16,90.32,15.16,0.52,0.0,75.5461,0.0,-1.96972,30.758675,1344.9,11.0,0.122332,0.8,121.2,16.6,114,129,419.6,8.8,414,428,-894.6,4.1,-898,-891,1425.6,178027.5,428,2563,448.3,259299.1,-831,1408,-2805.2,21001.0,-3071,-2380,0.0,0.0,0.0,0.0,100.0,0.0,0,0.225701,0.575788,0.084327,0.038459,0.0,30.0
33:31:39,1697047440,2023-10-11T18:04:00,2023-10-11T20:04:00,0.999,2011.81,33.74,38.34,0.0,36.38,36.59,867.97,873.29,1.9,33.03,0.9839,711,0,8.874,0.98178,3.56,30159,46,30.0,12.76,6.52,13.49,7.3,13.49,7.3,13.49,7.3,87.32,305.73,101.53,413.32,101.8,415.52,101.84,415.8,101.84,415.8,0.52,0.0,75.5525,0.0,-1.969647,30.758644,1348.8,12.0,0.03855,0.8,121.6,19.0,111,128,419.1,5.4,415,424,-894.6,3.3,-898,-890,1448.3,141981.0,927,2152,413.9,337500.3,-665,1802,-2815.0,23364.0,-3071,-2423,0.0,0.0,0.0,0.0,100.0,0.0,0,0.217369,0.577481,0.075798,0.038455,0.0,30.0
33:32:09,1697047470,2023-10-11T18:04:30,2023-10-11T20:04:30,0.999,2012.31,33.74,38.38,0.0,36.38,35.63,867.96,873.37,1.9,33.63,0.9838,711,0,8.874,0.983,3.56,30144,46,30.0,14.66,3.05,15.5,3.41,15.5,3.41,15.5,3.41,100.36,143.05,116.69,193.39,117.0,194.42,117.04,194.55,117.04,194.55,0.53,0.0,75.5597,0.0,-1.969648,30.758646,1354.0,11.0,0.096118,0.8,120.5,14.0,112,126,419.1,7.4,415,425,-894.6,2.9,-898,-891,1448.6,154409.0,866,2511,309.9,344873.7,-918,1653,-2797.9,15292.5,-3115,-2432,0.0,0.0,0.0,0.0,100.0,0.0,0,0.218583,0.586013,0.075802,0.038478,0.0,30.0
33:32:39,1697047500,2023-10-11T18:05:00,2023-10-11T20:05:00,0.997,2012.81,33.74,38.36,0.0,36.38,36.18,867.91,873.24,1.9,33.28,0.9838,711,0,8.876,0.98016,3.56,30128,46,30.0,11.01,0.57,11.64,0.64,11.64,0.64,11.64,0.64,75.34,26.72,87.6,36.12,87.84,36.31,87.87,36.34,87.87,36.34,0.53,0.0,75.5665,0.0,-1.969631,30.758646,1358.1,10.0,0.320736,0.9,120.3,11.4,115,127,418.1,6.1,414,424,-894.8,2.5,-897,-891,1612.5,164294.2,901,2633,301.1,294485.7,-848,1242,-2761.7,18741.5,-2957,-2397,0.0,0.0,0.0,0.0,100.0,0.0,0,0.218913,0.585649,0.075969,0.039422,0.0,30.0
33:33:09,1697047530,2023-10-11T18:05:30,2023-10-11T20:05:30,1.0,2013.31,33.74,38.35,0.0,36.38,35.78,867.91,873.32,1.9,33.07,0.9839,711,0,8.875,0.98178,3.56,30112,46,30.0,9.51,0.03,10.05,0.03,10.05,0.03,10.05,0.03,65.08,1.45,75.67,1.96,75.87,1.97,75.9,1.97,75.9,1.97,0.5,0.0,75.5719,0.0,-1.969652,30.758667,1359.0,11.0,0.389098,0.8,125.1,190.4,113,182,432.4,792.2,415,522,-889.9,119.9,-898,-855,1325.5,1283810.6,-2747,4768,528.3,1276844.8,-1277,4935,-2635.1,2881267.5,-5670,5731,0.0,0.0,0.0,0.0,100.0,0.0,0,0.218194,0.589204,0.076022,0.038486,0.0,30.0
33:33:39,1697047560,2023-10-11T18:06:00,2023-10-11T20:06:00,0.997,2013.8,33.74,38.34,0.0,36.38,35.69,867.89,873.37,1.9,33.41,0.9839,711,0,8.872,0.98219,3.56,30096,46,30.0,10.77,0.98,11.39,1.1,11.39,1.1,11.39,1.1,73.76,46.14,85.76,62.37,85.99,62.71,86.01,62.75,86.01,62.75,0.52,0.0,75.5772,0.0,-1.969678,30.758701,1356.6,11.0,0.162938,0.8,138.7,283.0,114,168,461.1,712.7,420,513,-879.5,101.6,-895,-865,1769.0,7046674.0,-3386,11672,367.3,2383444.0,-3946,5005,-2905.5,1910730.0,-8303,350,0.0,0.0,0.0,0.0,100.0,0.0,0,0.217373,0.596454,0.076007,0.038503,0.0,30.0
33:34:09,1697047590,2023-10-11T18:06:30,2023-10-11T20:06:30,0.996,2014.3,33.73,38.34,0.0,36.38,35.68,867.89,873.43,1.9,33.08,0.9841,711,0,8.873,0.98158,3.56,30080,46,30.0,11.5,0.1,12.16,0.11,12.16,0.11,12.16,0.11,78.71,4.48,91.52,6.06,91.76,6.09,91.8,6.1,91.8,6.1,0.53,0.0,75.5831,0.0,-1.969746,30.758718,1338.1,11.0,0.308914,0.8,154.2,26.0,138,164,485.0,30.0,475,505,-871.0,5.2,-875,-866,1384.2,364409.2,-1128,2336,274.9,226299.0,-831,1085,-2828.7,418613.5,-6212,-2266,0.0,0.0,0.0,0.0,100.0,0.0,0,0.2273,0.604335,0.085816,0.03945,0.0,30.0
33:34:39,1697047620,2023-10-11T18:07:00,2023-10-11T20:07:00,0.997,2014.8,33.72,38.36,0.0,36.38,35.41,867.91,873.35,1.9,33.23,0.984,711,0,8.874,0.9832,3.56,30064,46,30.0,10.66,0.04,11.27,0.05,11.27,0.05,11.27,0.05,72.97,1.96,84.85,2.65,85.07,2.67,85.1,2.67,85.1,2.67,0.52,0.0,75.5889,0.0,-1.969763,30.758699,1337.3,11.0,0.114108,0.8,154.4,11.5,149,162,487.7,9.4,482,494,-869.9,4.1,-874,-866,1403.9,190735.5,700,2572,369.0,203703.7,-595,1137,-2749.6,33117.5,-3053,-2423,0.0,0.0,0.0,0.0,100.0,0.0,0,0.218767,0.605217,0.076023,0.039486,0.0,30.0
33:35:09,1697047650,2023-10-11T18:07:30,2023-10-11T20:07:30,0.997,2015.3,33.73,38.36,0.0,36.38,35.89,867.8,873.35,1.9,33.07,0.984,711,0,8.875,0.97996,3.56,30048,46,30.0,9.74,0.04,10.3,0.05,10.3,0.05,10.3,0.05,66.69,2.1,77.54,2.83,77.75,2.85,77.77,2.85,77.77,2.85,0.54,0.0,75.5943,0.0,-1.969697,30.758648,1348.0,9.0,0.237982,1.1,153.8,14.9,144,163,488.6,11.2,483,495,-869.2,5.5,-873,-863,1496.7,150328.2,787,2161,307.3,268881.9,-586,1548,-2740.4,32868.5,-3158,-2397,0.0,0.0,0.0,0.0,100.0,0.0,0,0.21874,0.605698,0.075877,0.039397,0.0,30.0
33:35:39,1697047680,2023-10-11T18:08:00,2023-10-11T20:08:00,0.999,2015.8,33.73,38.34,0.0,36.38,35.75,867.89,873.32,1.9,32.9,0.984,711,0,8.874,0.983,3.56,30033,46,30.0,9.83,0.09,10.39,0.1,10.39,0.1,10.39,0.1,67.29,4.01,78.23,5.43,78.44,5.46,78.47,5.46,78.47,5.46,0.55,0.0,75.5994,0.0,-1.969719,30.758652,1351.1,11.0,0.285784,0.8,153.0,9.7,145,157,489.5,11.9,484,497,-869.4,4.7,-874,-864,1522.1,215470.0,770,2380,348.1,208060.3,-586,1470,-2796.6,22035.0,-3088,-2555,0.0,0.0,0.0,0.0,100.0,0.0,0,0.216847,0.613993,0.075764,0.03842,0.0,30.0
33:36:09,1697047710,2023-10-11T18:08:30,2023-10-11T20:08:30,1.0,2016.3,33.72,38.34,0.0,36.38,35.7,867.75,873.34,1.9,33.57,0.9839,711,0,8.873,0.98239,3.56,30017,46,30.0,9.74,0.29,10.3,0.33,10.3,0.33,10.3,0.33,66.67,13.74,77.52,18.58,77.72,18.68,77.75,18.69,77.75,18.69,0.54,0.0,75.6046,0.0,-1.969703,30.758694,1350.7,11.0,0.46774,0.8,153.2,12.6,146,160,492.1,31.0,486,515,-868.0,20.2,-872,-848,957.0,8335970.0,-14472,2275,-89.2,3766309.5,-10360,918,-3341.8,7809714.0,-18366,-2485,0.0,0.0,0.0,0.0,100.0,0.0,0,0.218207,0.617243,0.075946,0.039385,0.0,30.0
33:36:39,1697047740,2023-10-11T18:09:00,2023-10-11T20:09:00,0.997,2016.79,33.72,38.37,0.0,36.38,35.87,867.94,873.34,1.9,33.23,0.984,711,0,8.872,0.98097,3.56,30001,46,30.0,10.42,0.16,11.02,0.17,11.02,0.17,11.02,0.17,71.33,7.27,82.94,9.83,83.16,9.88,83.19,9.89,83.19,9.89,0.54,0.0,75.6099,0.0,-1.969697,30.758671,1354.6,10.0,0.177844,0.9,144.3,35.3,120,154,511.0,55.2,505,546,-862.3,19.4,-865,-841,1679.3,1567011.8,752,8128,289.8,579353.0,-1942,2082,-2661.7,897676.0,-3342,2318,0.0,0.0,0.0,0.0,100.0,0.0,0,0.21747,0.619152,0.075991,0.039439,0.0,30.0
